"","abundance.1","abundance.2","abundance.3","abundance.4","abundance.5","abundance.6","counts.1","counts.2","counts.3","counts.4","counts.5","counts.6","length.1","length.2","length.3","length.4","length.5","length.6","countsFromAbundance"
"ENSMUSG00000025377",5.78,6.18,5.76,6.26,5.97,5.89,108,132,97,142,111,66,1791.29,1967.9,1797.79,2248.93,2027.11,1608.21,"no"
"ENSMUSG00000025380",0,0,0,0,0,0,0,0,0,0,0,0,942,942,942,942,942,942,"no"
"ENSMUSG00000025381",47.92,58.06,59.12,59.99,59.78,53.1,484,610,536,586,531,358,968,968,968,968,968,968,"no"
"ENSMUSG00000025383",0.07,0.28,0.08,0.38,0.08,0,1,4,1,5,1,0,1310,1310,1310,1310,1310,1310,"no"
"ENSMUSG00000025384",2.66,3.81,4.03,3.07,3.02,3.98,57,132,92,86,78,46,2057.04,3192.39,2434.72,2771.76,2813.88,1659.37,"no"
"ENSMUSG00000025386",0.9,0.54,0.38,0.44,0.48,0.67,12,5,5,5,4,6,1276.5,852.5,1418.33,1136.67,909.33,1276.5,"no"
"ENSMUSG00000025389",0,0,0,0,0,0,0,0,0,0,0,0,2095,2095,2095,2095,2095,2095,"no"
"ENSMUSG00000025393",650.86,709.11,729.45,642.88,734.34,672.05,11417,11832.99,10974,10011,10949.98,7549,1681.21,1537.34,1606.13,1543.18,1625.11,1612.69,"no"
"ENSMUSG00000025395",2.32,1.02,1.65,1.81,2.27,2.53,38,17,24,29,31,27,1570.35,1534,1551.65,1584.93,1487,1534,"no"
"ENSMUSG00000025396",174.28,101.83,136.54,17.49,75.19,29.96,2442.13,1484.45,1717.66,237.03,926.5,280.26,1343,1343,1343,1343,1343,1343,"no"
"ENSMUSG00000025400",0,0,0,0,0,0,0,0,0,0,0,0,717,717,717,717,717,717,"no"
"ENSMUSG00000025401",0,0,0,0,0.1,0.13,0,0,0,0,3,3,3337,3337,3337,3337,3337,3337,"no"
"ENSMUSG00000025402",2.32,6.53,5.08,4.13,2.24,3.24,37.06,135.52,94.48,86.67,46.04,52,1532.28,1912.05,1986.25,2078.16,2240.61,2306.35,"no"
"ENSMUSG00000025403",87.6,98.21,93.65,108.72,101.98,94.06,2061.96,2404.96,1978.96,2475,2111,1478,2256,2256,2256,2256,2256,2256,"no"
"ENSMUSG00000025404",31.03,34.97,37.4,38.78,44.16,36.66,849,1163,963,1005,1000,532,2622.5,3063.84,2749.18,2568.16,2468.07,2083.41,"no"
"ENSMUSG00000025405",21,31.72,29.29,43.73,51.11,36.92,420,660,526,846,899,493,1917,1917,1917,1917,1917,1917,"no"
"ENSMUSG00000025407",0.03,0,0,0.05,0,0.04,1,0,0,2,0,1,3616,3616,3616,3616,3616,3616,"no"
"ENSMUSG00000025408",9.57,33.15,17.35,18.85,18.23,14.1,80.18,261.65,124.89,136.27,112,71,802.96,727.12,768.64,716.55,669.57,723.05,"no"
"ENSMUSG00000025409",5.59,14.26,13.24,15.28,9.52,5.87,198,520,414,479,326,139,3393.61,3359.34,3337.84,3107.15,3731.62,3399.59,"no"
"ENSMUSG00000025410",42.82,49.29,48.5,50.32,54.06,45.48,835,1000,849,949,927,592,1869,1869,1869,1869,1869,1869,"no"
"ENSMUSG00000025413",17.74,9.54,10.36,12.18,11.9,15.9,205,180,172,212,173,154,1107.53,1738.54,1771.78,1725.53,1584.9,1390.54,"no"
"ENSMUSG00000025417",6.74,8.31,7.76,8.19,9.11,7.76,233.93,299.93,241.63,274.76,277.81,179.72,3325,3325,3325,3325,3325,3325,"no"
"ENSMUSG00000025418",0,0,0,0,0,0,0,0,0,0,0,0,2707,2707,2707,2707,2707,2707,"no"
"ENSMUSG00000025420",0,0,0,0,0.35,0,0,0,0,0,2,0,1346,1346,1346,1346,619,1346,"no"
"ENSMUSG00000025421",23.62,22.21,26.29,23.73,26.55,27.47,318,299,280.33,311.65,336,219.27,1290.61,1240.04,1138.54,1301.69,1379.33,1145.8,"no"
"ENSMUSG00000025422",0.1,0.05,0.13,0.34,0.31,0.23,6,3,7,19,16,9,5584,5584,5584,5584,5584,5584,"no"
"ENSMUSG00000025423",14.07,12.61,12.8,10.66,13.81,12.8,492,432,407,349,384,305,3351.09,3155.71,3395.04,3244.46,3030.12,3420.17,"no"
"ENSMUSG00000025425",0,0,0,0,0,0,0,0,0,0,0,0,1866,1866,1866,1866,1866,1866,"no"
"ENSMUSG00000025427",0,0.03,0,0.07,0.08,0.07,0,2,0,5,3,2,2264.29,7251,2264.29,7251,4260,4260,"no"
"ENSMUSG00000025428",509.7,508,479.45,438.73,512.58,461.43,10331,10309,8892,8592,9334,6364,1942.61,1869.57,1980,1940.75,1984.61,1980.11,"no"
"ENSMUSG00000025429",11.89,9.31,11.42,15.24,17.57,18.03,166.97,135.98,144,206.99,216.98,168.99,1346,1346,1346,1346,1346,1346,"no"
"ENSMUSG00000025431",0,0,0,0,0,0,0,0,0,0,0,0,1367,1367,1367,1367,1367,1367,"no"
"ENSMUSG00000025432",0.19,0.26,0.19,0.07,0.15,0.05,6,8,5,2,4,1,2984,2876,2876,2876,2876,2876,"no"
"ENSMUSG00000025433",0,0,0,0,0,0,0,0,0,0,0,0,1368,1368,1368,1368,1368,1368,"no"
"ENSMUSG00000025436",2.1,3.12,1.26,2.33,2.48,2.97,20,32,12,22,21,20,912.11,944.3,1017,934,922.15,966.5,"no"
"ENSMUSG00000025437",17.02,14.33,14.93,12.94,15.64,15.49,652,598,511,503,553,403,3671.82,3844.49,3655.23,3852.93,3852.29,3736.08,"no"
"ENSMUSG00000025439",19.22,16.87,17.02,16.48,19.64,18.06,264,258,231.97,242,246,183,1316.17,1408.76,1455,1455,1364.9,1455,"no"
"ENSMUSG00000025450",0.98,1.06,1,0.94,1.14,1.06,26.63,30.17,24.38,24.89,27.42,19.34,2610,2610,2610,2610,2610,2610,"no"
"ENSMUSG00000025451",30.34,37.63,38.39,30.22,46.8,32.47,480,443,412,310,392,340,1516.07,1084.44,1145.68,1016.45,912.77,1503.25,"no"
"ENSMUSG00000025453",17.68,15.53,15.79,13.38,15.79,17.68,602,547,485,449,467,402,3263.51,3244.25,3280.04,3325.23,3222.8,3264.45,"no"
"ENSMUSG00000025461",0,0,0,0,0,0.04,0,0,0,0,0,1,3405,3405,3405,3405,3405,3405,"no"
"ENSMUSG00000025464",13.93,15.83,15.23,18.64,22.68,18.42,235.61,216.6,200.14,231.82,320.74,175.97,1621.37,1260.82,1403.1,1232.31,1541.46,1371.86,"no"
"ENSMUSG00000025465",205.96,196.16,184.18,194.86,225.35,202.33,2746,2634,2409,2356,2417,1804,1277.83,1237.06,1396.38,1198.18,1168.93,1280.11,"no"
"ENSMUSG00000025466",18.2,23.42,19.02,24.84,27.91,27.82,108,157,111,146,157,108,568.75,617.49,623.12,582.54,612.97,557.41,"no"
"ENSMUSG00000025467",0,0,0,0.17,0,0,0,0,0,1,0,0,571,571,571,571,571,571,"no"
"ENSMUSG00000025468",0,0,0,0,0,0,0,0,0,0,0,0,1212,1212,1212,1212,1212,1212,"no"
"ENSMUSG00000025469",0,0,0,0,0,0,0,0,0,0,0,0,1155,1155,1155,1155,1155,1155,"no"
"ENSMUSG00000025470",5.38,5.79,4.47,5,7.05,5.6,59,66,44,53,68,41,1051,1051,1051,1051,1051,1051,"no"
"ENSMUSG00000025473",0.13,0.45,0.67,0.08,0.8,0.3,4,15,11,2,5,5,3040,3051,1749,2603.1,678.57,2396.45,"no"
"ENSMUSG00000025474",4.39,4.1,4.64,4.64,4.06,5.3,139,135,132,142,113,112,3036,3036,3036,3036,3036,3036,"no"
"ENSMUSG00000025475",0,0,0,0,0,0,0,0,0,0,0,0,2146.67,2146.67,2146.67,2146.67,2146.67,2146.67,"no"
"ENSMUSG00000025477",6.47,9.9,7.33,6.6,8.42,6.78,180,232,164,185,197,123,2664.78,2159.95,2389.23,2776.73,2549.68,2605.36,"no"
"ENSMUSG00000025478",0,0,0.43,0.02,0.04,0.03,0,0,2,1,1,1,2421.83,2421.83,491,4147,3107,4147,"no"
"ENSMUSG00000025479",4961.46,4636.92,4128.8,3777.88,3639.05,3346.51,92041,89489,68761,67781,59368,41444,1778,1778,1778,1778,1778,1778,"no"
"ENSMUSG00000025480",0.14,0.07,0,0,0,0,2,1,0,0,0,0,1413,1413,1413,1413,1413,1413,"no"
"ENSMUSG00000025481",231.16,267.01,255.67,277.05,303.23,238.57,1773,2084,1788,2082,2041,1203,735.11,719.05,746.61,744.73,733.57,723.96,"no"
"ENSMUSG00000025482",0,0,0,0,0,0.13,0,0,0,0,0,1,1373,1373,1373,1373,1373,1079,"no"
"ENSMUSG00000025484",11.8,12.44,14.77,16.29,17.4,9.84,185,203,208,247,240,103,1503,1503,1503,1503,1503,1503,"no"
"ENSMUSG00000025485",11.18,11.04,7.78,10.98,10.41,8.35,240.06,249.07,208,252.09,210,145.07,2057.95,2077.6,2853.93,2274.96,2198.85,2494.02,"no"
"ENSMUSG00000025486",51.55,59.23,61.67,61.23,60.99,56.11,690.94,769.28,647,678.09,652,402.93,1284.54,1196.47,1120.05,1097.52,1165.05,1030.98,"no"
"ENSMUSG00000025487",76.48,69.09,71.67,51.49,91.74,83.41,604,631.65,552,548.82,629,473,756.94,842.24,822.32,1056.32,747.21,814.18,"no"
"ENSMUSG00000025488",0,0,0,0,0,0,0,0,0,0,0,0,313,313,313,313,313,313,"no"
"ENSMUSG00000025489",0,1.12,0.81,0.15,0.33,0,0,8,5,1,2,0,659,659,659,659,659,659,"no"
"ENSMUSG00000025491",5.74,12.4,11.54,7.02,7.51,8.58,38.61,77.77,64.26,42.19,39.2,37.53,644.53,577.87,594.23,595.72,569.07,628.17,"no"
"ENSMUSG00000025492",362.81,485.83,436.21,492.26,531.3,423.74,2381.04,3316.95,2569.99,3124.46,3066.38,1856.46,629,629,629,629,629,629,"no"
"ENSMUSG00000025494",7.51,6.88,7.32,8.63,9.38,7.77,152,145,133,169,167,105,1941,1941,1941,1941,1941,1941,"no"
"ENSMUSG00000025495",6.16,4.46,4.58,3.79,5.51,5.38,98,102,88,80,114,66,1524.77,2105.8,2052.01,2093.49,2253.49,1762.72,"no"
"ENSMUSG00000025496",0,0,0,0,0,0,0,0,0,0,0,0,1285,1285,1285,1285,1285,1285,"no"
"ENSMUSG00000025497",21.98,29.01,27.06,31.53,26.99,26.6,504,717,597,738,576,421,2197.25,2277.36,2355.74,2319.5,2325.59,2272.65,"no"
"ENSMUSG00000025498",27.67,26.87,20.81,37.46,25.89,33.38,378,409,274,569,377,267,1309.41,1402.42,1405.54,1505.18,1587.15,1148.35,"no"
"ENSMUSG00000025499",19.11,25.39,21.72,30.48,27.96,20.92,236,306,241,345,309,175,1183.72,1110.42,1184.53,1121.76,1204.28,1200.98,"no"
"ENSMUSG00000025500",1.06,0.41,0.91,0.94,1.09,0.57,22,9,17,19,20,8,1998,1998,1998,1998,1998,1998,"no"
"ENSMUSG00000025503",74.6,78.75,78.21,93.9,99.74,85.85,908,1004,862,1114,1073,704,1166.52,1174.51,1176.71,1175.68,1172.47,1177.34,"no"
"ENSMUSG00000025504",33.98,40.3,37.95,30.66,24.1,17.49,908.57,1007.98,897.23,789.9,507.18,289.71,2562.78,2304.2,2523.97,2553.42,2293.5,2378.23,"no"
"ENSMUSG00000025505",9.39,9.19,6.61,8.72,11.3,10.73,98,93,64,81,92,73,1000.47,932.71,1033.88,920.16,887.6,976.89,"no"
"ENSMUSG00000025507",1.04,1.07,0.85,0.99,1.19,1.51,33,37,28,34,28,18,3031.29,3187.78,3528.67,3387.17,2572,1710,"no"
"ENSMUSG00000025508",110.04,212.76,197.5,167.8,196.28,104.41,459.48,926.46,759.81,704.84,717.74,307.92,400.2,401.17,410.72,416.26,398.52,423.39,"no"
"ENSMUSG00000025509",43.82,47.36,50.16,40.24,44.25,37.99,694,873,789,720,658,371,1517.98,1698.31,1679.17,1773.17,1620.46,1402.02,"no"
"ENSMUSG00000025510",19.26,21.66,22.67,25.27,26.66,22.37,356,411,374,453,432.92,276,1771.98,1748.42,1761.68,1776.2,1769.52,1771,"no"
"ENSMUSG00000025511",23.82,27.87,30.3,47.37,44.75,50.97,240.15,334.32,347.36,543.81,517.04,353.18,966.29,1105.06,1223.76,1137.64,1259.33,994.76,"no"
"ENSMUSG00000025512",19.78,18.44,19.05,16.23,23.92,18.68,350.85,354.68,299.64,356.19,340.96,233.82,1699.69,1771.98,1679.04,2175.19,1553.18,1796.71,"no"
"ENSMUSG00000025515",0.05,0,0,0,0,0,1,0,0,0,0,0,1983,1983,1983,1983,1983,1983,"no"
"ENSMUSG00000025519",0,0,0,0,0,0,0,0,0,0,0,0,3713,3713,3713,3713,3713,3713,"no"
"ENSMUSG00000025521",9.82,12.1,8.75,9.13,9.94,9.76,110,141,88,99,98,73,1074,1074,1074,1074,1074,1074,"no"
"ENSMUSG00000025525",20.82,14,21.53,13.91,19.3,19.27,265,199,224,175,196,155,1220.17,1310,1110.92,1247.09,1106.65,1154.82,"no"
"ENSMUSG00000025527",0,0,0,0,0,0,0,0,0,0,0,0,1885.5,1885.5,1885.5,1885.5,1885.5,1885.5,"no"
"ENSMUSG00000025528",0.08,0,0.09,0.08,0,0,1,0,1,1,0,0,1208,1217.5,1208,1208,1217.5,1217.5,"no"
"ENSMUSG00000025529",0,0,0,0,0,0,0,0,0,0,0,0,2791,2791,2791,2791,2791,2791,"no"
"ENSMUSG00000025531",5.81,4.95,8.18,3.91,5.79,6.63,289,224,232,183,195,177,4766.96,4172.11,3027.29,4642.33,3671.48,3833.34,"no"
"ENSMUSG00000025532",15.95,16.73,16.66,20.95,24.22,19.94,218,229,217,272,313,191,1309.9,1261.17,1390.72,1286.71,1408.4,1375.09,"no"
"ENSMUSG00000025533",393.92,341.86,371.41,434.49,484.26,513.88,4359,4255,3981,5118,5320,4060,1060.57,1146.67,1144.33,1167.33,1197.3,1134.3,"no"
"ENSMUSG00000025534",10.38,9.54,11.7,12.17,11.79,10.56,267,267,277,302,276,187,2464.79,2577.52,2526.6,2459.01,2551.33,2542.42,"no"
"ENSMUSG00000025537",0.21,0.04,0.05,0.26,0.05,0,2,1.04,1.03,4.08,1,0,906,2325,2325,1528.34,2325,1037,"no"
"ENSMUSG00000025538",3.88,4.27,3.86,5.02,4.81,5.23,66,67.96,60.97,80.92,69,49,1629.96,1465.04,1686.47,1598.73,1564.38,1345,"no"
"ENSMUSG00000025544",74.29,55.47,60.51,59.05,65.01,70.94,2025,1651,1517,1579,1604,1377,2612.61,2742.18,2676.51,2650.01,2688.84,2786.79,"no"
"ENSMUSG00000025545",34.07,26.55,26.38,19.82,29.03,32.45,423,343,294,238,317,269,1190,1190,1190,1190,1190,1190,"no"
"ENSMUSG00000025551",0.03,0,0,0,0,0.05,1,0,0,0,0,1,3131,3345,3345,3345,3345,3131,"no"
"ENSMUSG00000025555",4.54,6.06,5.77,6.76,8.87,8.3,229,299,252,330,357,254,4836,4548.76,4660.17,4836,4388.36,4395.14,"no"
"ENSMUSG00000025557",0,0,0,0,0,0,0,0,0,0,0,0,3074,3074,3074,3074,3074,3074,"no"
"ENSMUSG00000025558",3.27,3.5,2.76,2.73,3.79,3.31,266,297,201,216,271,179,7789.02,7811.9,7763.85,7834.23,7787.96,7769.82,"no"
"ENSMUSG00000025571",4.27,4.45,3.85,4.21,4.52,3.91,284,307,252,302,273,186,6376.46,6349.87,6985.44,7110.8,6581.41,6828.68,"no"
"ENSMUSG00000025572",3.38,3.05,3.53,5.1,5.64,5.64,67,83,71,94,92,51,1900.87,2503.7,2145.35,1826.51,1778.67,1299.1,"no"
"ENSMUSG00000025573",0,0,0,0,0,0,0,0,0,0,0,0,1022,1022,1022,1022,1022,1022,"no"
"ENSMUSG00000025574",17.23,16,14.8,22.48,17.66,17.42,208.35,204.56,179.42,233.04,187.71,120.47,1158.75,1178.02,1294.44,1027.27,1158.7,992.85,"no"
"ENSMUSG00000025575",9.87,10.67,11.08,12.68,11.09,10.5,337,383,340,393,302,209,3273.52,3307.73,3276.81,3071.59,2966.91,2856.6,"no"
"ENSMUSG00000025576",0.1,0.21,0.19,0.29,0.55,0.31,3,6,5,8,14,6,2760,2622.88,2760,2760,2785.1,2760,"no"
"ENSMUSG00000025577",1.71,1.32,1.08,1.89,1.28,1.41,67,54,38,67,44,37,3758,3758,3758,3516.07,3758,3758,"no"
"ENSMUSG00000025578",1.98,2.12,2.08,3.49,1.33,1.78,29,39,31,42,32,18,1403.6,1697.63,1588.96,1191.44,2631.11,1452,"no"
"ENSMUSG00000025579",27.97,34.28,29.94,30.5,31.06,24.91,973,1190,910,999,876,535,3334.46,3198.3,3245.36,3245.54,3073.69,3083.82,"no"
"ENSMUSG00000025580",23.17,34.09,29.65,28.41,29.99,18.05,280,437,315,371.72,344,175,1158.41,1181.11,1134.28,1296.75,1250.23,1391.97,"no"
"ENSMUSG00000025582",0.02,0,0,0.15,0.02,0.19,1,0,0,8,1,7,5168,5168,5168,5168,5168,5168,"no"
"ENSMUSG00000025583",7.99,9.87,10.73,10.15,9.15,8.23,426.98,541,459.99,515.93,466,345.94,5119.07,5052.23,4578.17,5039.15,5548.3,6032.68,"no"
"ENSMUSG00000025584",12.62,14.15,16.32,14.96,16.18,17.69,494,529,513,501,557,418,3753,3444.95,3356.77,3317.85,3753,3391.59,"no"
"ENSMUSG00000025586",2.61,3.52,1.7,2.85,4.3,5.86,36,41,25,50,36,43,1323.36,1073.39,1567.98,1739.69,912.57,1053.74,"no"
"ENSMUSG00000025588",1.57,0.92,0.58,2.34,2.19,0.88,21.2,13,7.06,30.68,26.14,8,1298,1298,1298,1298,1298,1298,"no"
"ENSMUSG00000025591",5.66,4.53,3.97,3.47,4.72,4.28,71,61,58,46,53,37,1201.36,1240.18,1558.06,1315.3,1224.77,1241.3,"no"
"ENSMUSG00000025592",0,0,0,0,0,0,0,0,0,0,0,0,2962.75,2962.75,2962.75,2962.75,2962.75,2962.75,"no"
"ENSMUSG00000025597",0.37,0.23,0.19,0.18,0.31,0.66,12,7,5,6,8,13,3102.55,2844,2844,3217,2844,2844,"no"
"ENSMUSG00000025602",0.12,0.14,0.25,0.16,0.4,0.31,4,6,8,6,12,7,3280,3824,3412,3824,3280,3280,"no"
"ENSMUSG00000025607",14.58,12.06,11.35,10.89,12.61,18.95,441.13,415.82,344.51,361.26,407.95,298.49,2899.98,3175.45,3241.34,3288.25,3525.41,2260.96,"no"
"ENSMUSG00000025608",1.73,2.35,1.5,2.08,2.84,2.45,96,136,75,112,139,91,5330,5330,5330,5330,5330,5330,"no"
"ENSMUSG00000025609",89.22,74.79,86.07,72.96,105.11,86.6,1047,874,869,760,956,695,1124.78,1076.63,1077.93,1032.3,991.23,1152.26,"no"
"ENSMUSG00000025610",0,0,0,0.06,0.07,0.09,0,0,0,1,1,1,1603,1603,1603,1603,1603,1603,"no"
"ENSMUSG00000025612",10.59,14.97,17.09,10.61,19.33,12.65,592,857,805,499,828,409,5356.31,5273.85,5029.11,4660.69,4669.42,4641.3,"no"
"ENSMUSG00000025613",133.51,116.43,116.3,110.03,126.47,135.96,1778.16,1547.59,1431.57,1438.49,1559.57,1227.84,1276.51,1224.56,1314.2,1295.57,1343.97,1296.52,"no"
"ENSMUSG00000025616",33.64,20.33,21.45,25.65,22.96,27.2,517.84,478.41,428.43,413.51,420.43,278.16,1475.35,2168.32,2131.94,1597.41,1996,1468,"no"
"ENSMUSG00000025626",4.04,3.89,2.92,3.4,4.09,3.64,165,144,117,122,134,106,3911.72,3408,4271.1,3557.17,3569.25,4181.11,"no"
"ENSMUSG00000025630",58.82,42.27,50.45,35.88,52.3,55.81,761,569,586,449,595,482,1240,1240,1240,1240,1240,1240,"no"
"ENSMUSG00000025644",0.2,0.23,0.11,0.51,0.34,0.22,4,5,2,10,6.03,3,1961,1961,1961,1961,1961,1961,"no"
"ENSMUSG00000025645",2.33,2.51,2.36,2.83,2.04,2.02,57,64,52,67,44,33,2348,2348,2348,2348,2348,2348,"no"
"ENSMUSG00000025646",4.7,3.66,3.71,6.66,5.32,3.6,126.97,91.87,110.77,129.25,120.16,60.32,2590.85,2310.61,3188.72,1924.26,2460.67,2406.5,"no"
"ENSMUSG00000025647",21.34,31.53,25.7,37.29,32.68,27.38,317,355,287,416,323,255,1423.41,1037.23,1192.43,1105.48,1077.2,1337.03,"no"
"ENSMUSG00000025648",0.64,0.58,0.4,0.42,0.56,1.06,9,13,8,8,11,13,1341.31,2057.42,2112.72,1905,2145,1758.94,"no"
"ENSMUSG00000025650",0.67,0.14,0.12,0.36,0.08,0.49,8,5,3,3,3,2,1146.7,3401.25,2721,826.63,4081.5,584,"no"
"ENSMUSG00000025651",139.47,150.35,143.79,124.34,147.12,132.31,2337,2621,2163,2015,2168,1480,1606,1606,1606,1606,1606,1606,"no"
"ENSMUSG00000025652",0,0,0,0,0,0,0,0,0,0,0,0,489,489,489,489,489,489,"no"
"ENSMUSG00000025656",1.52,2.08,1.78,0.85,2.52,2.65,51,62,57,38,56,39,3213.91,2748.34,3422.42,4453.21,2422,2116.54,"no"
"ENSMUSG00000025658",0,0,0,0,0,0,0,0,0,0,0,0,4158,4158,4158,4158,4158,4158,"no"
"ENSMUSG00000025665",0.04,0.1,0.14,0,0.25,0,1,4,3,0,1,0,2361,3818,2361,1863.92,437,1863.92,"no"
"ENSMUSG00000025666",2.49,1.54,1.72,1.19,2.03,1.74,73,53,48,43,39,48,2806.11,3162.33,2976.99,3587.43,2094.3,3958,"no"
"ENSMUSG00000025701",0,0,0.28,0.31,0,0.04,0,0,3,2,0,1,1714,1714,1158.54,642.14,1714,3527,"no"
"ENSMUSG00000025702",38.73,36.84,32.46,41.03,47.22,37.11,1452,1352,1239,1309,1372,1025,3592.96,3380.64,4075.43,3161.79,3166.87,3965.45,"no"
"ENSMUSG00000025716",0,0,0,0,0,0,0,0,0,0,0,0,2333.17,2333.17,2333.17,2333.17,2333.17,2333.17,"no"
"ENSMUSG00000025722",6.29,6.18,5.41,6.11,9.11,7.54,114,99,92,106.99,131,90,1738.2,1475.22,1816.2,1734.27,1567.47,1713.23,"no"
"ENSMUSG00000025723",0.79,1.61,0.66,0.45,0.72,1.53,4,8,3,3,3,5.75,488,457,488,656,457,537.73,"no"
"ENSMUSG00000025724",46.8,57.35,43.73,50.57,46.93,46.13,440.25,472.46,378,456,460,309.25,901.62,758.98,922.75,893.54,1068.25,962.39,"no"
"ENSMUSG00000025726",0.17,0.1,0.19,0.39,0,0.26,5,3,5,11,0,5,2797,2797,2797,2797,2823.5,2797,"no"
"ENSMUSG00000025727",0,0,0,0,0,0,0,0,0,0,0,0,2490,2490,2490,2490,2490,2490,"no"
"ENSMUSG00000025728",16.89,22.45,25.04,23.21,23.73,17.68,487.12,531.75,453.23,546.77,499.76,353.31,2763.55,2182.34,1932.27,2334.82,2295.48,2869.01,"no"
"ENSMUSG00000025730",5.39,5.02,4.72,7.45,4.15,3.61,84.21,88.9,74.93,127.73,74,55,1496.76,1630.87,1694.12,1698.64,1945.14,2189,"no"
"ENSMUSG00000025731",100.59,143.04,128.33,111.58,117.53,91.77,761,1084.41,878.7,836,811,470.64,725.12,698.46,730.99,742.47,752.03,736.33,"no"
"ENSMUSG00000025732",9.37,19.82,17.26,18.22,19.04,13.29,75,165,124,141,134,71,767,767,767,767,767,767,"no"
"ENSMUSG00000025733",24.19,27.89,26.42,23.73,32.24,29.03,438.77,526.43,429.92,444.06,406.48,307.01,1738.41,1738.84,1736.96,1854.46,1374.07,1518.2,"no"
"ENSMUSG00000025735",2.16,1.53,1.24,0.41,0.66,0,16.06,18.15,10.38,6.68,3.41,0,711.35,1090.35,891.59,1597.11,561,1300,"no"
"ENSMUSG00000025736",28.67,25.43,25.19,29.07,23.2,21.03,419.95,470.54,394.29,530.96,404.07,288.9,1403.87,1704.71,1671.02,1809.76,1898.29,1972.56,"no"
"ENSMUSG00000025737",7.03,6.06,5.64,6.39,7.03,5.3,224,201,162,186,162,113,3055.93,3053.22,3065.04,2885.16,2512.88,3063.42,"no"
"ENSMUSG00000025738",0.08,0.03,0.12,0.06,0.06,0,3,1,4,2,2,0,3429,3429,3429,3429,3429,3429,"no"
"ENSMUSG00000025739",0,0,0,0,0,0,0,0,0,0,0,0,484,484,484,484,484,484,"no"
"ENSMUSG00000025742",5.36,4.59,5.03,3.99,5.02,6.21,204,182,172,147,143,158,3650,3650,3650,3650,3103.41,3650,"no"
"ENSMUSG00000025743",13.11,17.85,18.41,20.49,19.6,12.97,663,945,745,987,806,441,4846.4,4878.16,4319.42,4774.51,4482.87,4882.78,"no"
"ENSMUSG00000025745",242.28,194.7,183.98,183.42,196.21,192.9,4916,4072,3521,3560,3462,2715,1944.71,1926.75,2043.19,1923.47,1922.95,2020.68,"no"
"ENSMUSG00000025746",0.09,0,0,0.1,0,0,1,0,0,1,0,0,1038,1038,1038,1038,1038,1038,"no"
"ENSMUSG00000025747",7.62,6.9,4.67,7.07,8.16,9.18,74,67,43,60,65,56,930.69,894.64,982.46,840.9,868.6,875.59,"no"
"ENSMUSG00000025754",0,0,0,0,0,0,0,0,0,0,0,0,2528.25,2528.25,2528.25,2528.25,2528.25,2528.25,"no"
"ENSMUSG00000025757",9.04,13.21,17.88,12.29,13.63,16.48,474,620,539,514,517,422,5023.03,4323.77,3219.2,4144.36,4132.87,3675.38,"no"
"ENSMUSG00000025758",1.04,0.7,0.67,0.67,0.42,0.52,24,23,10,20,11,12,2217.84,3010.8,1591.55,2939.28,2882.59,3314,"no"
"ENSMUSG00000025759",6.86,5.4,5.15,6.94,9.32,5.04,185.81,183.62,143,157.93,213.82,110,2597.26,3135,2966.1,2256.71,2499.7,3135,"no"
"ENSMUSG00000025762",1.46,1.56,1.09,1.06,1.49,0.86,23,28,20,20,19,17,1511.42,1650.66,1967.03,1868.57,1386.28,2829.51,"no"
"ENSMUSG00000025764",10.53,8.83,7.71,8.8,8.45,8.25,598,522,396,482,425,312,5445.21,5447.87,5482.38,5427,5478.56,5427,"no"
"ENSMUSG00000025766",4.11,3.73,3.73,2.89,4.35,4.81,145,119,118,98,134,107,3383.22,2938.08,3375.91,3362,3359.42,3192.31,"no"
"ENSMUSG00000025774",0,0,0,0,0,0,0,0,0,0,0,0,1452.25,1452.25,1452.25,1452.25,1452.25,1452.25,"no"
"ENSMUSG00000025776",0,0,0,0,0,0.06,0,0,0,0,0,2,2751.33,2751.33,2751.33,2751.33,2751.33,4423,"no"
"ENSMUSG00000025777",0,0,0,0,0,0,0,0,0,0,0,0,3006.5,3006.5,3006.5,3006.5,3006.5,3006.5,"no"
"ENSMUSG00000025779",7.27,5.32,7.32,4.47,5.11,5.7,42,32,38,25,26,22,554,554,554,554,554,554,"no"
"ENSMUSG00000025780",3.32,2.45,2.73,1.73,2.22,2.14,272,209,201,137,160,117,7851,7851,7851,7851,7851,7851,"no"
"ENSMUSG00000025781",272.14,230.62,248.46,200.37,265.3,255.09,2996,2677,2516,2171,2597.91,1883,1055.12,1069.43,1081.1,1073.76,1067.2,1059.79,"no"
"ENSMUSG00000025782",1.79,2.07,2,2.18,1.51,1.73,83,76.92,79,65,66,57,4456.39,3422.83,4218.6,2956.74,4757.47,4743,"no"
"ENSMUSG00000025783",0,0,0,0,0,0,0,0,0,0,0,0,823.5,823.5,823.5,823.5,823.5,823.5,"no"
"ENSMUSG00000025784",0,0,0,0.63,0.35,1.07,0,0,0,6,3,7,941,941,941,941,941,941,"no"
"ENSMUSG00000025785",18.79,18.05,16.57,17.41,15.38,22.99,186,190,149,168,134,154,948.65,969.69,960.25,956.38,949.26,961.79,"no"
"ENSMUSG00000025786",9.88,12.3,12.86,9.61,13.08,12.39,302,376.68,353,345,304,230,2930.98,2820.39,2931.61,3556.59,2532.73,2665.41,"no"
